EmployeeID,Age,Gender,MaritalStatus,Department,JobRole,Education,EducationField,BusinessTravel,OverTime,YearsAtCompany,YearsInCurrentRole,YearsWithCurrManager,NumCompaniesWorked,MonthlyIncome,SalaryBand,PercentSalaryHike,StockOptionLevel,TrainingTimesLastYear,PerformanceRating,WorkLifeBalance,JobSatisfaction,EnvironmentSatisfaction,RelationshipSatisfaction,DistanceFromHome,Attrition
EMP0728,32,Male,Single,Sales,Manager,1,Human Resources,Travel_Rarely,No,5,1,1,2,1587,Low,11,0,4,3,3,4,3,3,19,No
EMP0729,47,Male,Single,Human Resources,Manager,5,Life Sciences,Non-Travel,Yes,11,0,3,3,5353,Medium,24,1,4,3,2,4,1,1,14,Yes
EMP0730,59,Female,Single,Research & Development,Manager,5,Other,Travel_Rarely,Yes,11,5,4,0,3357,Medium,15,1,6,3,3,1,2,3,8,Yes
EMP0731,34,Female,Single,Sales,Sales Representative,3,Human Resources,Travel_Rarely,No,6,5,6,4,2158,Low,25,0,6,3,1,1,4,4,17,Yes
EMP0732,22,Female,Single,Research & Development,Manager,5,Life Sciences,Travel_Frequently,No,1,1,1,8,4316,Medium,22,0,6,3,4,4,4,4,28,No
EMP0733,46,Male,Single,Research & Development,Research Scientist,4,Technical Degree,Travel_Frequently,Yes,1,1,1,1,1869,Low,25,2,2,3,3,3,2,4,3,Yes
EMP0734,21,Female,Single,Research & Development,Healthcare Representative,2,Technical Degree,Travel_Frequently,No,9,4,3,3,4491,Medium,22,0,5,4,1,2,2,2,29,No
EMP0735,27,Male,Divorced,Research & Development,Research Director,2,Marketing,Non-Travel,No,14,7,3,9,3641,Medium,16,2,0,3,1,3,3,3,10,No
EMP0736,34,Female,Single,Research & Development,Research Scientist,4,Other,Non-Travel,No,13,5,3,1,2718,Low,23,3,2,3,4,1,4,2,17,No
EMP0737,27,Female,Single,Sales,Sales Executive,5,Life Sciences,Travel_Frequently,No,11,2,7,7,8654,High,21,3,5,3,4,2,3,3,27,No
EMP0738,34,Male,Married,Sales,Sales Executive,1,Other,Travel_Rarely,Yes,9,1,0,8,11325,High,24,0,4,4,1,4,2,1,11,No
EMP0739,37,Female,Divorced,Sales,Manager,5,Medical,Travel_Rarely,No,0,0,0,2,4501,Medium,20,0,4,3,1,3,3,3,8,No
EMP0740,41,Male,Married,Research & Development,Research Scientist,2,Other,Travel_Rarely,No,3,3,1,8,1403,Low,11,0,4,3,3,3,4,3,1,No
EMP0741,22,Female,Single,Research & Development,Research Scientist,1,Technical Degree,Travel_Rarely,No,6,4,2,5,6598,High,25,0,5,4,1,4,1,3,13,No
EMP0742,51,Male,Married,Research & Development,Research Director,3,Marketing,Travel_Rarely,No,13,5,6,5,17894,Very High,19,1,6,3,1,3,1,3,21,No
EMP0743,23,Female,Married,Sales,Manager,3,Technical Degree,Travel_Rarely,Yes,8,0,1,6,1464,Low,19,1,4,3,3,1,4,1,4,No
EMP0744,19,Male,Married,Research & Development,Research Scientist,5,Human Resources,Travel_Rarely,No,14,7,2,4,2508,Low,11,3,1,3,2,4,3,2,7,Yes
EMP0745,30,Female,Married,Research & Development,Laboratory Technician,5,Technical Degree,Travel_Rarely,Yes,2,2,2,5,1218,Low,14,1,4,3,3,3,2,4,14,No
EMP0746,28,Male,Divorced,Research & Development,Research Director,1,Life Sciences,Travel_Rarely,No,11,4,7,0,3614,Medium,25,0,5,3,3,4,2,3,5,No
EMP0747,40,Male,Divorced,Research & Development,Research Scientist,1,Marketing,Travel_Rarely,No,10,6,6,2,1684,Low,18,2,6,3,4,2,1,4,24,No
EMP0748,33,Male,Married,Sales,Sales Executive,5,Life Sciences,Travel_Rarely,Yes,6,2,3,8,3249,Medium,12,3,2,3,3,4,3,4,28,Yes
EMP0749,48,Female,Married,Sales,Sales Representative,2,Medical,Non-Travel,No,6,5,3,4,8492,High,23,0,4,3,1,3,2,4,11,No
EMP0750,28,Male,Married,Research & Development,Laboratory Technician,3,Medical,Travel_Rarely,Yes,6,1,0,4,4595,Medium,23,1,6,4,1,1,2,4,17,Yes
EMP0751,33,Male,Divorced,Research & Development,Manager,1,Technical Degree,Travel_Rarely,No,1,1,1,7,4773,Medium,21,2,6,3,1,4,4,3,5,No
EMP0752,25,Male,Single,Research & Development,Manager,2,Marketing,Travel_Rarely,No,5,4,5,1,4929,Medium,23,2,3,3,2,4,3,4,20,No
EMP0753,21,Female,Divorced,Research & Development,Research Scientist,5,Other,Travel_Rarely,No,1,1,1,6,4875,Medium,18,1,1,3,1,3,3,3,3,Yes
EMP0754,57,Male,Single,Research & Development,Laboratory Technician,4,Marketing,Travel_Rarely,No,5,5,5,8,2108,Low,20,0,5,3,2,1,2,1,5,Yes
EMP0755,21,Male,Married,Research & Development,Laboratory Technician,1,Marketing,Travel_Rarely,No,12,4,4,6,2054,Low,23,2,4,3,1,1,3,2,26,No
EMP0756,42,Male,Divorced,Research & Development,Manufacturing Director,4,Marketing,Travel_Rarely,No,9,6,2,4,6043,High,22,2,3,3,3,2,3,2,15,No
EMP0757,20,Male,Single,Research & Development,Manager,2,Technical Degree,Travel_Rarely,No,2,1,2,5,1394,Low,24,1,5,3,4,2,3,3,19,Yes
EMP0758,49,Male,Married,Research & Development,Laboratory Technician,3,Life Sciences,Travel_Rarely,No,13,6,6,3,9693,High,23,2,2,3,1,3,4,3,16,Yes
EMP0759,20,Male,Single,Research & Development,Manufacturing Director,2,Technical Degree,Travel_Rarely,Yes,1,1,1,6,19719,Very High,19,2,1,3,2,1,2,2,8,Yes
EMP0760,44,Female,Married,Research & Development,Research Director,3,Other,Non-Travel,No,11,2,0,0,2444,Low,19,2,6,3,2,1,1,4,13,No
EMP0761,46,Female,Single,Research & Development,Manufacturing Director,2,Life Sciences,Travel_Rarely,Yes,14,4,2,3,3808,Medium,24,3,4,3,4,2,3,3,16,No
EMP0762,49,Male,Married,Research & Development,Healthcare Representative,1,Other,Travel_Frequently,No,13,5,1,2,5878,Medium,11,0,2,4,1,2,2,4,3,No
EMP0763,36,Male,Married,Sales,Manager,1,Human Resources,Travel_Frequently,No,5,1,2,3,8318,High,19,0,5,3,3,3,1,3,1,No
EMP0764,38,Female,Divorced,Research & Development,Research Scientist,4,Human Resources,Travel_Rarely,Yes,1,1,1,0,14690,Very High,14,1,3,3,1,1,4,3,9,Yes
EMP0765,22,Male,Divorced,Research & Development,Research Director,2,Life Sciences,Travel_Rarely,No,4,2,4,1,9385,High,22,0,5,3,1,4,2,1,9,No
EMP0766,35,Female,Single,Research & Development,Research Director,2,Technical Degree,Travel_Rarely,No,1,1,1,8,2951,Low,22,2,5,4,4,2,4,1,22,Yes
EMP0767,45,Male,Married,Research & Development,Healthcare Representative,4,Other,Travel_Frequently,No,2,2,2,6,8294,High,18,0,1,3,1,3,2,2,26,No
EMP0768,59,Male,Single,Research & Development,Manufacturing Director,5,Other,Travel_Rarely,Yes,2,2,2,5,5374,Medium,23,3,4,3,3,1,4,1,17,No
EMP0769,39,Male,Single,Research & Development,Research Scientist,2,Medical,Travel_Rarely,No,5,4,1,1,3641,Medium,24,2,2,3,2,1,2,1,24,No
EMP0770,38,Female,Single,Research & Development,Manufacturing Director,2,Other,Travel_Rarely,No,5,3,0,0,1804,Low,19,2,1,3,4,2,4,2,2,Yes
EMP0771,23,Male,Divorced,Sales,Sales Representative,2,Technical Degree,Non-Travel,No,9,5,5,1,1900,Low,13,3,3,3,3,3,1,4,9,No
EMP0772,18,Male,Divorced,Research & Development,Manufacturing Director,5,Medical,Travel_Rarely,Yes,2,2,2,6,9284,High,16,3,6,3,2,4,2,1,24,No
EMP0773,22,Male,Single,Research & Development,Research Director,1,Technical Degree,Travel_Rarely,No,2,2,2,1,5653,Medium,13,0,4,3,4,2,1,4,19,No
EMP0774,58,Female,Single,Research & Development,Research Scientist,4,Marketing,Travel_Rarely,Yes,12,6,1,2,2382,Low,11,0,6,3,4,3,3,2,13,No
EMP0775,29,Female,Single,Sales,Manager,5,Other,Travel_Rarely,No,11,3,7,7,5911,Medium,20,0,1,3,2,1,1,3,5,No
EMP0776,43,Male,Married,Sales,Sales Executive,3,Marketing,Non-Travel,No,12,5,1,6,11260,High,16,3,3,4,2,4,2,4,9,No
EMP0777,51,Male,Married,Research & Development,Research Scientist,3,Human Resources,Travel_Rarely,No,0,0,0,8,7639,High,15,0,3,3,3,3,1,2,13,No
EMP0778,31,Female,Single,Sales,Sales Representative,5,Human Resources,Non-Travel,No,6,4,3,3,2445,Low,13,1,2,3,1,4,2,4,1,No
EMP0779,43,Male,Married,Sales,Sales Representative,5,Life Sciences,Travel_Rarely,No,12,3,5,6,2382,Low,24,0,5,3,1,3,4,2,25,No
EMP0780,44,Male,Single,Sales,Sales Executive,1,Other,Travel_Frequently,No,7,6,2,0,2514,Low,24,3,3,3,1,3,3,2,15,No
EMP0781,26,Male,Divorced,Sales,Manager,3,Medical,Travel_Rarely,No,1,1,1,1,15250,Very High,14,3,3,3,1,3,1,3,4,No
EMP0782,43,Female,Married,Sales,Sales Executive,4,Marketing,Travel_Rarely,No,3,3,3,6,5085,Medium,12,1,5,3,1,3,3,4,4,No
EMP0783,39,Male,Married,Research & Development,Healthcare Representative,2,Technical Degree,Non-Travel,No,9,3,7,1,5165,Medium,22,2,0,3,3,4,1,3,20,No
EMP0784,47,Female,Divorced,Research & Development,Research Director,2,Other,Travel_Rarely,No,6,6,2,5,5437,Medium,20,1,3,3,4,2,2,3,10,No
EMP0785,34,Male,Divorced,Research & Development,Research Scientist,1,Life Sciences,Travel_Rarely,No,7,2,7,9,5727,Medium,20,3,4,3,3,4,1,4,28,No
EMP0786,43,Male,Single,Research & Development,Research Scientist,1,Technical Degree,Non-Travel,No,0,0,0,8,9149,High,23,2,6,3,3,3,3,4,25,No
EMP0787,53,Female,Married,Research & Development,Manager,3,Marketing,Travel_Rarely,No,3,3,0,4,5896,Medium,24,1,6,3,3,4,1,2,6,No
EMP0788,18,Male,Divorced,Sales,Sales Executive,4,Other,Non-Travel,No,5,5,3,9,1571,Low,14,1,1,4,4,4,3,4,27,No
EMP0789,25,Male,Single,Sales,Manager,4,Marketing,Travel_Rarely,Yes,2,2,2,6,2807,Low,14,2,5,3,3,4,3,2,24,Yes
EMP0790,52,Female,Single,Research & Development,Laboratory Technician,5,Other,Travel_Frequently,No,4,4,3,0,4604,Medium,13,1,5,3,3,3,2,2,12,No
EMP0791,32,Female,Married,Sales,Manager,1,Other,Travel_Rarely,No,9,6,3,7,14713,Very High,16,2,5,3,4,4,4,2,20,No
EMP0792,39,Female,Divorced,Research & Development,Healthcare Representative,2,Marketing,Travel_Frequently,Yes,8,5,6,8,2506,Low,11,0,4,3,3,1,4,2,16,No
EMP0793,31,Female,Married,Research & Development,Laboratory Technician,2,Marketing,Travel_Rarely,Yes,10,1,4,4,11140,High,19,2,5,3,1,3,1,2,3,No
EMP0794,43,Female,Divorced,Research & Development,Manufacturing Director,3,Technical Degree,Travel_Rarely,No,12,2,3,5,8207,High,21,1,4,3,2,4,3,2,14,No
EMP0795,45,Male,Married,Sales,Sales Representative,2,Life Sciences,Travel_Rarely,No,2,2,1,7,2828,Low,20,0,6,3,3,1,2,4,1,Yes
EMP0796,40,Male,Single,Research & Development,Laboratory Technician,4,Marketing,Travel_Rarely,No,4,3,4,3,1032,Low,13,3,2,4,2,4,4,4,10,No
EMP0797,31,Female,Married,Research & Development,Research Scientist,4,Human Resources,Travel_Rarely,Yes,7,4,6,1,2551,Low,13,3,0,3,3,2,2,1,15,No
EMP0798,41,Male,Married,Sales,Manager,1,Life Sciences,Travel_Rarely,No,5,0,2,9,11675,High,22,3,5,3,3,4,2,4,7,No
EMP0799,19,Female,Single,Research & Development,Laboratory Technician,3,Human Resources,Non-Travel,Yes,3,3,2,7,2007,Low,13,1,6,3,1,4,3,3,4,No
EMP0800,43,Female,Single,Research & Development,Manager,2,Technical Degree,Non-Travel,No,7,7,0,1,4532,Medium,17,0,0,3,4,2,1,1,14,No
EMP0801,31,Male,Single,Human Resources,Manager,1,Marketing,Travel_Frequently,Yes,10,5,0,4,5666,Medium,18,2,6,3,2,3,3,4,24,No
EMP0802,24,Female,Married,Sales,Manager,5,Life Sciences,Non-Travel,Yes,2,2,2,5,11746,High,12,3,5,3,4,2,4,3,16,No
EMP0803,20,Male,Divorced,Research & Development,Laboratory Technician,5,Marketing,Travel_Frequently,Yes,2,0,1,4,2016,Low,11,3,4,3,1,3,4,4,14,No
EMP0804,40,Male,Married,Research & Development,Laboratory Technician,2,Other,Travel_Rarely,No,3,1,0,5,4183,Medium,15,0,6,3,1,2,2,2,3,No
EMP0805,35,Female,Divorced,Research & Development,Manager,2,Marketing,Travel_Rarely,Yes,8,4,2,5,5563,Medium,18,0,1,3,2,4,3,1,17,No
EMP0806,55,Male,Single,Sales,Manager,2,Life Sciences,Travel_Rarely,No,4,2,0,2,3745,Medium,24,0,0,3,4,4,3,2,21,No
EMP0807,52,Male,Divorced,Research & Development,Manufacturing Director,4,Marketing,Travel_Rarely,No,7,0,0,2,8917,High,13,1,0,3,1,3,2,1,14,No
EMP0808,32,Male,Divorced,Sales,Manager,2,Marketing,Travel_Rarely,No,5,1,3,8,1029,Low,16,0,4,3,3,3,1,1,18,No
EMP0809,42,Female,Single,Research & Development,Healthcare Representative,5,Medical,Travel_Rarely,No,2,2,0,2,10380,High,13,2,0,4,3,1,2,2,3,No
EMP0810,54,Female,Divorced,Sales,Sales Representative,2,Medical,Travel_Rarely,No,14,1,7,2,8708,High,25,2,2,4,3,1,2,1,22,No
EMP0811,45,Female,Single,Research & Development,Manufacturing Director,3,Life Sciences,Travel_Rarely,Yes,7,5,4,1,5629,Medium,16,3,4,3,4,4,4,1,19,No
EMP0812,27,Female,Divorced,Research & Development,Laboratory Technician,5,Life Sciences,Non-Travel,No,11,7,7,6,6648,High,22,2,0,3,3,4,3,4,3,No
EMP0813,56,Male,Divorced,Research & Development,Manager,3,Other,Travel_Rarely,Yes,8,0,2,9,4325,Medium,14,0,0,4,3,1,4,3,12,No
EMP0814,34,Female,Married,Sales,Sales Executive,5,Other,Travel_Rarely,Yes,7,3,4,9,1214,Low,24,2,0,3,1,1,2,2,22,No
EMP0815,56,Female,Married,Sales,Manager,1,Marketing,Non-Travel,No,12,3,6,3,7222,High,21,3,4,3,1,3,3,4,5,Yes
EMP0816,39,Male,Single,Research & Development,Manufacturing Director,5,Human Resources,Travel_Rarely,No,3,3,3,0,5914,Medium,25,1,1,3,3,2,2,4,10,Yes
EMP0817,43,Male,Married,Research & Development,Manager,5,Life Sciences,Travel_Rarely,No,13,1,5,5,4871,Medium,17,2,3,3,3,3,2,2,9,No
EMP0818,42,Female,Married,Sales,Manager,3,Marketing,Travel_Rarely,No,13,2,1,4,2037,Low,21,3,6,3,1,1,1,1,1,No
EMP0819,34,Female,Divorced,Research & Development,Manager,3,Human Resources,Travel_Rarely,No,12,0,6,1,13363,Very High,20,3,5,3,2,4,4,2,13,No
EMP0820,30,Female,Married,Human Resources,Manager,5,Medical,Travel_Rarely,Yes,10,3,6,5,5339,Medium,11,0,6,3,4,1,4,3,3,No
EMP0821,37,Female,Divorced,Research & Development,Research Scientist,5,Other,Travel_Rarely,Yes,5,3,5,0,2871,Low,11,3,0,3,4,4,2,3,19,Yes
EMP0822,42,Male,Single,Research & Development,Research Scientist,4,Life Sciences,Travel_Rarely,Yes,0,0,0,2,3875,Medium,25,2,6,4,1,4,1,2,11,Yes
EMP0823,21,Female,Divorced,Human Resources,Human Resources,1,Marketing,Travel_Rarely,Yes,3,3,3,3,11636,High,15,3,3,3,4,4,2,4,16,No
EMP0824,27,Male,Divorced,Sales,Sales Representative,1,Medical,Travel_Rarely,No,7,6,4,2,8916,High,19,3,3,3,1,4,2,2,6,No
EMP0825,20,Male,Divorced,Research & Development,Manufacturing Director,2,Technical Degree,Travel_Rarely,No,0,0,0,5,5602,Medium,15,0,0,3,1,2,2,3,24,No
EMP0826,58,Female,Single,Human Resources,Human Resources,5,Medical,Travel_Rarely,Yes,2,1,2,3,11635,High,14,0,0,3,1,1,1,2,3,No
EMP0827,35,Male,Single,Sales,Manager,5,Marketing,Non-Travel,No,0,0,0,0,1555,Low,18,2,5,3,1,3,3,1,19,No
EMP0828,53,Female,Single,Research & Development,Research Scientist,5,Other,Travel_Rarely,No,8,1,1,4,4022,Medium,23,3,3,3,2,4,1,2,6,Yes
EMP0829,39,Male,Married,Research & Development,Research Director,5,Human Resources,Travel_Rarely,No,1,1,1,4,8806,High,15,1,1,3,3,4,2,4,8,No
EMP0830,51,Male,Married,Research & Development,Research Director,1,Technical Degree,Non-Travel,Yes,8,1,4,8,6033,High,11,3,3,3,3,3,3,1,22,No
EMP0831,25,Male,Divorced,Research & Development,Research Scientist,3,Technical Degree,Travel_Rarely,Yes,12,3,7,7,6295,High,17,1,1,4,2,3,2,3,13,No
EMP0832,57,Male,Married,Human Resources,Manager,4,Other,Travel_Rarely,Yes,3,3,3,7,8500,High,21,2,6,3,4,4,1,2,12,No
EMP0833,36,Male,Married,Research & Development,Healthcare Representative,3,Technical Degree,Travel_Frequently,Yes,1,1,1,4,2440,Low,25,0,2,3,4,3,1,4,10,No
EMP0834,59,Male,Married,Sales,Sales Executive,3,Life Sciences,Travel_Rarely,No,3,3,3,7,9576,High,14,2,1,3,3,3,3,4,3,No
EMP0835,58,Female,Divorced,Research & Development,Laboratory Technician,1,Marketing,Travel_Rarely,Yes,11,6,5,9,2332,Low,20,0,5,3,4,2,1,3,4,No
EMP0836,54,Male,Divorced,Sales,Manager,4,Technical Degree,Travel_Rarely,No,10,6,2,6,1955,Low,15,0,4,3,3,3,2,2,1,No
EMP0837,23,Male,Divorced,Research & Development,Healthcare Representative,5,Medical,Travel_Rarely,No,10,6,3,0,1921,Low,23,3,6,3,3,1,3,4,13,No
EMP0838,43,Male,Married,Research & Development,Laboratory Technician,1,Human Resources,Travel_Rarely,No,9,6,1,6,4268,Medium,16,3,0,3,2,1,4,1,24,Yes
EMP0839,51,Female,Married,Research & Development,Healthcare Representative,1,Marketing,Travel_Rarely,No,5,3,2,7,1718,Low,23,0,2,3,4,1,2,2,4,Yes
EMP0840,23,Male,Divorced,Research & Development,Laboratory Technician,4,Other,Travel_Rarely,Yes,14,3,6,2,1861,Low,17,1,3,3,2,4,4,3,22,No
EMP0841,54,Female,Married,Human Resources,Human Resources,2,Medical,Travel_Rarely,No,10,4,7,8,1784,Low,21,1,1,3,3,1,3,1,11,Yes
EMP0842,50,Female,Single,Research & Development,Manufacturing Director,1,Life Sciences,Travel_Frequently,No,6,5,6,7,2879,Low,12,3,2,4,3,2,3,2,19,No
EMP0843,39,Male,Single,Research & Development,Research Director,3,Technical Degree,Travel_Rarely,Yes,2,2,2,1,3114,Medium,25,2,6,3,3,1,2,4,11,No
EMP0844,38,Male,Single,Sales,Sales Representative,3,Medical,Travel_Frequently,Yes,2,2,2,5,3752,Medium,24,1,4,3,1,4,1,3,12,No
EMP0845,23,Female,Married,Research & Development,Laboratory Technician,5,Marketing,Travel_Rarely,No,11,3,0,3,1642,Low,25,0,1,4,1,2,2,3,11,Yes
EMP0846,23,Female,Single,Research & Development,Research Director,1,Medical,Travel_Rarely,No,9,2,2,2,9315,High,11,3,5,3,1,1,1,2,6,No
EMP0847,21,Female,Single,Research & Development,Laboratory Technician,5,Life Sciences,Travel_Rarely,No,11,0,3,5,11305,High,22,3,3,3,2,2,1,3,12,No
EMP0848,47,Male,Single,Sales,Manager,1,Human Resources,Travel_Rarely,No,7,5,7,9,9304,High,13,0,3,3,3,2,2,1,27,No
EMP0849,28,Male,Married,Sales,Sales Executive,4,Technical Degree,Travel_Rarely,No,4,4,1,8,1404,Low,20,2,1,3,4,4,3,2,9,No
EMP0850,47,Male,Married,Sales,Manager,1,Marketing,Travel_Rarely,Yes,3,1,3,1,10096,High,22,0,4,3,2,4,2,1,25,Yes
EMP0851,48,Male,Married,Sales,Sales Representative,2,Technical Degree,Travel_Frequently,No,6,2,4,9,2408,Low,11,2,0,3,2,2,4,3,10,No
EMP0852,41,Male,Single,Research & Development,Laboratory Technician,3,Technical Degree,Travel_Rarely,Yes,6,6,3,9,1429,Low,14,3,0,3,2,1,3,3,3,Yes
EMP0853,26,Female,Single,Human Resources,Human Resources,4,Other,Travel_Rarely,Yes,12,5,3,9,1372,Low,16,2,3,3,4,4,1,3,3,No
EMP0854,20,Male,Married,Research & Development,Manager,3,Technical Degree,Non-Travel,No,8,0,3,4,9803,High,15,0,6,3,3,2,3,1,20,No
EMP0855,48,Female,Married,Sales,Manager,5,Medical,Travel_Rarely,No,8,5,0,5,2248,Low,23,3,6,3,1,3,2,3,28,Yes
EMP0856,57,Female,Single,Sales,Sales Representative,4,Medical,Travel_Frequently,No,4,1,1,3,2863,Low,21,1,4,3,3,3,3,2,23,No
EMP0857,54,Male,Single,Sales,Sales Executive,2,Human Resources,Travel_Rarely,No,12,3,0,6,2133,Low,14,3,3,3,3,4,1,4,16,No
EMP0858,53,Female,Divorced,Sales,Sales Executive,3,Life Sciences,Travel_Rarely,No,11,3,3,1,7471,High,17,0,0,3,2,1,1,2,3,Yes
EMP0859,41,Male,Married,Sales,Sales Representative,1,Marketing,Travel_Rarely,Yes,12,6,1,6,4256,Medium,23,0,3,3,2,3,3,4,10,No
EMP0860,48,Female,Single,Sales,Manager,1,Medical,Non-Travel,Yes,7,3,6,1,2607,Low,21,3,1,3,2,3,4,3,24,No
EMP0861,23,Male,Single,Research & Development,Healthcare Representative,1,Technical Degree,Travel_Rarely,Yes,9,4,6,0,3158,Medium,21,3,6,3,1,3,1,2,11,Yes
EMP0862,19,Male,Divorced,Human Resources,Human Resources,4,Life Sciences,Travel_Rarely,No,0,0,0,4,5619,Medium,16,3,6,3,1,1,4,1,8,No
EMP0863,37,Female,Married,Research & Development,Manager,2,Marketing,Travel_Rarely,No,8,4,1,1,8392,High,13,2,5,3,1,1,1,4,6,No
EMP0864,45,Male,Married,Research & Development,Research Director,2,Marketing,Non-Travel,No,7,6,7,7,1045,Low,19,1,1,3,3,4,3,1,20,Yes
EMP0865,28,Female,Married,Research & Development,Research Director,2,Marketing,Travel_Rarely,No,5,4,4,7,10978,High,25,2,5,3,2,4,1,4,11,No
EMP0866,21,Male,Married,Sales,Manager,3,Marketing,Travel_Rarely,No,12,0,0,0,2659,Low,15,0,4,4,4,3,4,3,28,Yes
EMP0867,32,Male,Married,Sales,Sales Executive,4,Human Resources,Travel_Rarely,Yes,2,2,2,3,11133,High,23,3,0,4,3,1,4,2,27,Yes
EMP0868,23,Male,Married,Research & Development,Manufacturing Director,1,Marketing,Travel_Rarely,No,2,2,2,8,1752,Low,20,2,4,4,1,2,3,4,21,No
EMP0869,47,Male,Married,Sales,Sales Representative,3,Life Sciences,Travel_Frequently,No,7,5,3,4,3403,Medium,11,2,4,4,4,3,4,2,12,No
EMP0870,55,Male,Single,Research & Development,Manager,2,Medical,Travel_Rarely,No,4,0,2,9,4841,Medium,23,0,0,3,4,4,4,4,16,No
EMP0871,19,Female,Divorced,Research & Development,Laboratory Technician,1,Life Sciences,Travel_Rarely,No,9,3,5,5,5648,Medium,16,2,2,3,2,1,3,4,18,No
EMP0872,32,Female,Married,Research & Development,Research Scientist,4,Technical Degree,Travel_Frequently,Yes,10,1,7,2,2818,Low,15,0,2,3,4,4,1,3,13,No
EMP0873,28,Female,Single,Research & Development,Research Scientist,5,Other,Non-Travel,No,13,4,4,4,10552,High,20,2,3,3,1,4,3,4,22,No
EMP0874,25,Female,Divorced,Research & Development,Manager,2,Human Resources,Non-Travel,No,6,5,3,0,1040,Low,18,1,2,3,2,1,1,1,3,No
EMP0875,43,Male,Divorced,Sales,Sales Representative,2,Human Resources,Travel_Rarely,Yes,4,1,4,7,9507,High,14,0,1,3,4,3,1,4,15,No
EMP0876,22,Female,Divorced,Sales,Sales Executive,2,Technical Degree,Travel_Rarely,No,7,6,0,5,10461,High,22,1,6,3,2,1,1,4,22,No
EMP0877,23,Male,Divorced,Research & Development,Healthcare Representative,2,Life Sciences,Travel_Rarely,No,9,6,4,1,4974,Medium,11,2,5,3,4,3,2,4,28,No
EMP0878,43,Female,Divorced,Research & Development,Healthcare Representative,1,Life Sciences,Travel_Rarely,No,9,0,3,3,8529,High,21,1,6,3,3,4,1,3,21,No
EMP0879,21,Male,Single,Sales,Sales Executive,4,Technical Degree,Travel_Rarely,Yes,3,3,0,3,8157,High,12,1,4,3,3,1,3,2,14,No
EMP0880,36,Female,Divorced,Research & Development,Laboratory Technician,3,Other,Non-Travel,No,1,1,1,8,4739,Medium,18,1,6,4,1,2,3,2,18,No
EMP0881,37,Female,Divorced,Research & Development,Research Director,1,Marketing,Travel_Frequently,No,2,0,2,8,6159,High,20,2,3,3,3,3,3,3,28,No
EMP0882,50,Female,Single,Research & Development,Healthcare Representative,4,Marketing,Travel_Rarely,No,7,0,6,4,1741,Low,18,0,4,4,3,2,2,1,29,Yes
EMP0883,37,Female,Single,Research & Development,Laboratory Technician,3,Medical,Travel_Frequently,No,14,2,0,2,5363,Medium,23,2,0,3,3,3,4,1,14,No
EMP0884,29,Female,Divorced,Research & Development,Manufacturing Director,2,Life Sciences,Non-Travel,No,10,5,4,0,8808,High,24,2,6,3,4,1,2,3,5,No
EMP0885,18,Female,Single,Research & Development,Healthcare Representative,4,Life Sciences,Travel_Rarely,No,12,0,0,5,5990,Medium,15,2,2,3,4,2,3,2,21,No
EMP0886,43,Male,Divorced,Human Resources,Human Resources,2,Technical Degree,Travel_Rarely,No,6,3,5,7,2591,Low,16,0,0,3,2,1,3,1,14,Yes
EMP0887,31,Male,Single,Sales,Manager,4,Technical Degree,Travel_Frequently,No,12,6,0,0,4560,Medium,12,3,3,3,4,3,4,3,25,No
EMP0888,55,Male,Single,Research & Development,Manufacturing Director,5,Marketing,Non-Travel,Yes,1,0,1,0,11734,High,21,2,5,3,3,3,2,2,27,Yes
EMP0889,54,Male,Married,Sales,Sales Executive,2,Life Sciences,Travel_Rarely,No,5,4,2,6,19172,Very High,22,2,1,3,4,3,3,1,8,No
EMP0890,28,Male,Single,Research & Development,Research Scientist,2,Life Sciences,Travel_Rarely,Yes,8,6,2,6,3634,Medium,19,0,2,4,1,3,1,1,28,Yes
EMP0891,53,Male,Married,Sales,Manager,2,Human Resources,Travel_Rarely,No,14,7,5,1,8795,High,25,3,0,3,2,4,1,3,28,No
EMP0892,30,Male,Married,Human Resources,Manager,1,Medical,Travel_Rarely,No,3,3,3,2,14496,Very High,16,3,5,3,2,3,3,2,23,No
EMP0893,20,Female,Single,Human Resources,Manager,3,Medical,Travel_Frequently,No,8,6,6,1,1909,Low,22,3,6,3,4,2,1,1,15,Yes
EMP0894,50,Female,Single,Sales,Manager,2,Marketing,Travel_Rarely,No,1,1,1,5,1386,Low,19,3,2,3,3,3,4,3,28,No
EMP0895,23,Male,Married,Sales,Sales Executive,2,Other,Travel_Rarely,No,1,0,1,7,9116,High,21,0,4,3,2,1,3,1,29,No
EMP0896,27,Male,Single,Research & Development,Healthcare Representative,1,Life Sciences,Travel_Rarely,Yes,8,3,5,7,10653,High,20,0,1,3,1,4,2,2,15,No
EMP0897,22,Male,Divorced,Research & Development,Healthcare Representative,1,Human Resources,Travel_Frequently,No,11,0,1,0,9747,High,13,3,6,3,1,2,3,4,19,No
EMP0898,40,Male,Married,Sales,Manager,5,Life Sciences,Travel_Frequently,No,6,5,3,8,3496,Medium,16,1,5,3,2,4,4,1,26,No
EMP0899,27,Female,Single,Research & Development,Laboratory Technician,4,Technical Degree,Travel_Rarely,Yes,6,3,4,7,1786,Low,20,0,2,3,3,4,2,2,20,No
